date,daily_sales,rolling_7day_avg
2015-04-04,653894.20,538339.22
2015-04-05,659669.58,540975.76
2015-04-06,519734.82,552669.48
2015-04-07,464788.22,555742.24
2015-04-08,461140.21,542016.10
2015-04-09,398718.32,524034.59
2015-04-10,445869.30,514830.66
2015-04-11,610603.02,508646.21
2015-04-12,659939.02,508684.70
2015-04-13,453724.76,499254.69
2015-04-14,403623.40,490516.86
2015-04-15,438106.29,487226.30
2015-04-16,418643.19,490072.71
2015-04-17,456303.24,491563.27
2015-04-18,629155.66,494213.65
2015-04-19,684544.95,497728.78
2015-04-20,481694.77,501724.50
2015-04-21,426018.31,504923.77
2015-04-22,421108.21,502495.48
2015-04-23,392147.04,498710.31
2015-04-24,437625.51,496042.07
2015-04-25,588781.51,490274.33
2015-04-26,625901.00,481896.62
2015-04-27,425049.15,473804.39
2015-04-28,374839.19,466493.09
2015-04-29,398724.33,463295.39
2015-04-30,432612.14,469076.12
2015-05-01,674509.40,502916.67
2015-05-02,711052.27,520383.93
2015-05-03,742887.79,537096.32
2015-05-04,556245.15,555838.61
2015-05-05,509493.23,575074.90
2015-05-06,504999.55,590257.08
2015-05-07,444082.31,591895.67
2015-05-08,481304.22,564294.93
2015-05-09,706705.44,563673.95
2015-05-10,558062.27,537270.31
2015-05-11,524864.05,532787.30
2015-05-12,452162.87,524597.25
2015-05-13,446915.64,516299.54
2015-05-14,395609.67,509374.88
2015-05-15,483535.54,509693.64
2015-05-16,709798.55,510135.51
2015-05-17,798186.13,544438.92
2015-05-18,496595.01,540400.49
2015-05-19,446375.49,539573.72
2015-05-20,466238.63,542334.15
2015-05-21,417006.14,545390.78
2015-05-22,458727.92,541846.84
2015-05-23,658882.92,534573.18
2015-05-24,738068.43,525984.93
2015-05-25,534802.79,531443.19
2015-05-26,463132.41,533837.03
2015-05-27,481804.96,536060.79
2015-05-28,428506.88,537703.76
2015-05-29,560519.53,552245.42
2015-05-30,855728.29,580366.18
2015-05-31,1023564.77,621151.38
2015-06-01,812081.20,660762.58
2015-06-02,753430.64,702233.75
2015-06-03,747929.45,740251.54
2015-06-04,608994.65,766035.50
2015-06-05,657675.13,779914.88
2015-06-06,904437.27,786873.30
2015-06-07,1070695.92,793606.32
2015-06-08,696952.81,777159.41
2015-06-09,623725.11,758630.05
2015-06-10,641435.37,743416.61
2015-06-11,510019.15,729277.25
2015-06-12,606616.00,721983.09
2015-06-13,840727.78,712881.73
2015-06-14,967745.72,698174.56
2015-06-15,666557.13,693832.32
2015-06-16,672637.82,700819.85
2015-06-17,677171.16,705924.97
2015-06-18,556155.04,712515.81
2015-06-19,659233.57,720032.60
2015-06-20,936951.65,733778.87
2015-06-21,790568.42,708467.83
2015-06-22,701208.23,713417.99
2015-06-23,640322.33,708801.49
2015-06-24,643411.71,703978.71
2015-06-25,518700.96,698628.12
2015-06-26,593299.46,689208.97
2015-06-27,831492.46,674143.37
2015-06-28,976563.59,700714.11
2015-06-29,639072.19,691837.53
2015-06-30,669548.43,696012.69
2015-07-01,885953.20,730661.47
2015-07-02,705642.28,757367.37
2015-07-03,772773.39,783006.51
2015-07-04,1018541.84,809727.85
2015-07-05,982427.68,810565.57
2015-07-06,754949.71,827119.51
2015-07-07,654821.05,825015.59
2015-07-08,732992.13,803164.01
2015-07-09,605032.50,788791.19
2015-07-10,643986.38,770393.04
2015-07-11,794984.70,738456.31
2015-07-12,898731.94,726499.77
2015-07-13,647967.08,711216.54
2015-07-14,601452.26,703592.43
2015-07-15,664505.10,693808.56
2015-07-16,584042.73,690810.03
2015-07-17,653452.17,692162.28
2015-07-18,826353.34,696643.52
2015-07-19,894707.30,696068.57
2015-07-20,685961.24,701496.31
2015-07-21,607836.50,702408.34
2015-07-22,631385.41,697676.96
2015-07-23,541511.42,691601.05
2015-07-24,635244.25,688999.92
2015-07-25,797427.52,684867.66
2015-07-26,875032.04,682056.91
2015-07-27,652999.19,677348.05
2015-07-28,594977.67,675511.07
2015-07-29,625449.98,674663.15
2015-07-30,543393.59,674932.03
2015-07-31,695083.45,683480.49
2015-08-01,1044894.79,718832.96
2015-08-02,1043495.48,742899.16
2015-08-03,811119.83,765487.83
2015-08-04,726613.36,784292.93
2015-08-05,724346.59,798421.01
2015-08-06,583375.21,804132.67
2015-08-07,663326.52,799595.97
2015-08-08,784099.22,762339.46
2015-08-09,679410.13,710327.27
2015-08-10,785477.93,706664.14
2015-08-11,668280.36,698330.85
2015-08-12,678064.73,691719.16
2015-08-13,557859.48,688074.05
2015-08-14,734484.21,698239.44
2015-08-15,936339.03,719987.98
2015-08-16,913846.63,753478.91
2015-08-17,694747.16,740517.37
2015-08-18,629475.64,734973.84
2015-08-19,653733.36,731497.93
2015-08-20,569443.70,733152.82
2015-08-21,653281.21,721552.39
2015-08-22,803270.16,702542.55
2015-08-23,865755.40,695672.38
2015-08-24,681575.99,693790.78
2015-08-25,624698.34,693108.31
2015-08-26,640075.99,691157.26
2015-08-27,548043.33,688100.06
2015-08-28,635737.23,685593.78
2015-08-29,876953.10,696119.91
2015-08-30,975697.60,711825.94
2015-08-31,776152.55,725336.88
2015-09-01,906549.99,765601.40
2015-09-02,879033.09,799738.13
2015-09-03,707093.04,822459.52
2015-09-04,736395.30,836839.24
2015-09-05,1052868.39,861970.00
2015-09-06,1147642.58,886533.57
2015-09-07,767382.78,885280.74
2015-09-08,677312.24,852532.49
2015-09-09,705633.50,827761.12
2015-09-10,577743.80,809282.66
2015-09-11,651330.17,797130.49
2015-09-12,921524.44,778367.07
2015-09-13,1023345.32,760610.32
2015-09-14,688405.19,749327.81
2015-09-15,682134.35,750016.68
2015-09-16,742089.67,755224.70
2015-09-17,593577.80,757486.71
2015-09-18,653805.87,757840.38
2015-09-19,935893.48,759893.10
2015-09-20,1037532.86,761919.89
2015-09-21,717725.38,766108.49
2015-09-22,641914.74,760362.83
2015-09-23,690419.72,752981.41
2015-09-24,557321.61,747801.95
2015-09-25,646083.88,746698.81
2015-09-26,890486.06,740212.03
2015-09-27,1018062.96,737430.62
2015-09-28,671261.06,730792.86
2015-09-29,609130.66,726109.42
2015-09-30,711182.54,729075.54
2015-10-01,796340.86,763221.15
2015-10-02,830719.39,789597.65
2015-10-03,1179376.18,830867.66
2015-10-04,1234130.94,861734.52
2015-10-05,809524.84,881486.49
2015-10-06,696169.28,893920.57
2015-10-07,720562.33,895260.54
2015-10-08,603066.03,867649.85
2015-10-09,873934.72,873823.47
2015-10-10,867556.97,829277.87
2015-10-11,973329.20,792020.48
2015-10-12,721634.57,779464.73
2015-10-13,585141.55,763603.63
2015-10-14,688198.11,758980.17
2015-10-15,577952.20,755392.48
2015-10-16,693829.35,729663.14
2015-10-17,958052.96,742591.13
2015-10-18,1071477.10,756612.26
2015-10-19,699259.49,753415.82
2015-10-20,660308.36,764153.94
2015-10-21,672847.35,761960.97
2015-10-22,547020.05,757542.09
2015-10-23,639040.61,749715.13
2015-10-24,859950.71,735700.52
2015-10-25,1018783.14,728172.81
2015-10-26,649914.35,721123.51
2015-10-27,587066.10,710660.33
2015-10-28,599388.12,700166.15
2015-10-29,511860.07,695143.30
2015-10-30,635875.89,694691.20
2015-10-31,915956.85,702692.08
2015-11-01,819250.39,674187.40
2015-11-02,762549.80,690278.17
2015-11-03,1033439.13,754045.75
2015-11-04,855494.44,790632.37
2015-11-05,649662.67,810318.45
2015-11-06,671145.79,815357.01
2015-11-07,929723.34,817323.65
2015-11-08,1077361.96,854196.73
2015-11-09,683644.90,842924.60
2015-11-10,623529.18,784366.04
2015-11-11,689746.21,760687.72
2015-11-12,506937.66,740298.44
2015-11-13,626674.03,733945.33
2015-11-14,867597.33,725070.18
2015-11-15,1056159.46,722041.25
2015-11-16,716508.71,726736.08
2015-11-17,618919.99,726077.63
2015-11-18,683954.19,725250.20
2015-11-19,560452.57,732895.18
2015-11-20,665619.67,738458.85
2015-11-21,863726.88,737905.92
2015-11-22,1015844.28,732146.61
2015-11-23,696685.46,729314.72
2015-11-24,612710.20,728427.61
2015-11-25,658917.83,724850.98
2015-11-26,530358.33,720551.81
2015-11-27,645087.04,717618.57
2015-11-28,850596.00,715742.74
2015-11-29,1070619.80,723567.81
2015-11-30,762036.12,732903.62
2015-12-01,857620.94,767890.87
2015-12-02,867269.58,797655.40
2015-12-03,676883.03,818587.50
2015-12-04,749354.13,833482.80
2015-12-05,966202.37,849998.00
2015-12-06,1143119.32,860355.07
2015-12-07,822334.71,868969.15
2015-12-08,712569.17,848247.47
2015-12-09,747893.78,831193.79
2015-12-10,657427.18,828414.38
2015-12-11,708392.81,822562.76
2015-12-12,915667.88,815343.55
2015-12-13,1059425.42,803387.28
2015-12-14,811613.72,801855.71
2015-12-15,779809.95,811461.54
2015-12-16,859930.25,827466.75
2015-12-17,809809.75,849235.68
2015-12-18,893569.90,875689.55
2015-12-19,1095523.52,901383.22
2015-12-20,1175416.96,917953.44
2015-12-21,1072887.48,955278.26
2015-12-22,1141861.91,1006999.97
2015-12-23,1196146.06,1055030.80
2015-12-24,1083680.32,1094155.16
2015-12-26,946725.19,1101748.78
2015-12-27,837714.13,1064918.86
2015-12-28,789684.91,1009814.28
2015-12-29,870762.03,980939.22
2015-12-30,1030043.74,964965.20
2015-12-31,964641.54,931893.12
2016-01-01,16433.39,779429.28
2016-01-02,1066677.42,796565.31
2016-01-03,1226735.72,852139.82
2016-01-04,955956.88,875892.96
2016-01-05,835320.44,870829.88
2016-01-06,821685.66,841064.44
2016-01-07,653504.37,796616.27
2016-01-08,713608.33,896212.69
2016-01-09,989209.46,885145.84
2016-01-10,1094693.84,866282.71
2016-01-11,705495.24,830502.48
2016-01-12,647058.46,803607.91
2016-01-13,660045.32,780516.43
2016-01-14,561972.62,767440.47
2016-01-15,671027.10,761357.43
2016-01-16,959827.15,757159.96
2016-01-17,1057997.34,751917.60
2016-01-18,709784.23,752530.32
2016-01-19,630929.75,750226.22
2016-01-20,738744.01,761468.89
2016-01-21,552820.77,760161.48
2016-01-22,648431.43,756933.53
2016-01-23,906754.83,749351.77
2016-01-24,980927.76,738341.83
2016-01-25,658090.69,730957.03
2016-01-26,609465.79,727890.75
2016-01-27,647254.68,714820.85
2016-01-28,533709.85,712090.72
2016-01-29,660492.76,713813.76
2016-01-30,969938.38,722839.98
2016-01-31,1093211.23,738880.48
2016-02-01,872063.31,769448.00
2016-02-02,765233.21,791700.49
2016-02-03,772360.94,809572.81
2016-02-04,650328.17,826232.57
2016-02-05,768586.51,841674.53
2016-02-06,941954.08,837676.78
2016-02-07,697791.63,781188.26
2016-02-08,636542.68,747542.46
2016-02-09,746939.64,744929.09
2016-02-10,790988.71,747590.20
2016-02-11,646376.37,747025.66
2016-02-12,698152.07,736963.60
2016-02-13,859023.03,725116.30
2016-02-14,940214.50,759748.14
2016-02-15,746671.29,775480.80
2016-02-16,719111.89,771505.41
2016-02-17,723794.72,761906.27
2016-02-18,570072.68,751005.74
2016-02-19,672510.13,747342.61
2016-02-20,883790.22,750880.78
2016-02-21,991384.27,758190.74
2016-02-22,698907.64,751367.36
2016-02-23,641329.06,740255.53
2016-02-24,675573.38,733366.77
2016-02-25,557959.33,731636.29
2016-02-26,641922.80,727266.67
2016-02-27,916704.07,731968.65
2016-02-28,994502.73,732414.14
2016-02-29,726619.76,736373.02
2016-03-01,897927.64,773029.96
2016-03-02,878452.36,802012.67
2016-03-03,671564.75,818242.02
2016-03-04,747546.80,833331.16
2016-03-05,1028620.68,849319.25
2016-03-06,1078958.51,861384.36
2016-03-07,738126.52,863028.18
2016-03-08,642291.35,826508.71
2016-03-09,694645.85,800250.64
2016-03-10,572491.86,786097.37
2016-03-11,664893.51,774289.75
2016-03-12,898101.11,755644.10
2016-03-13,954980.33,737932.93
2016-03-14,668066.39,727924.34
2016-03-15,668186.70,731623.68
2016-03-16,739805.38,738075.04
2016-03-17,580452.53,739212.28
2016-03-18,666756.82,739478.47
2016-03-19,895038.51,739040.95
2016-03-20,929605.58,735415.99
2016-03-21,690469.80,738616.48
2016-03-22,622695.84,732117.78
2016-03-23,714881.17,728557.18
2016-03-24,660489.85,739991.08
2016-03-25,633524.20,735243.56
2016-03-26,800133.52,721685.71
2016-03-27,833336.06,707932.92
2016-03-28,661057.87,703731.21
2016-03-29,621166.06,703512.68
2016-03-30,660138.99,695692.36
2016-03-31,617374.34,689533.01
2016-04-01,872467.32,723667.74
2016-04-02,1150824.58,773766.46
2016-04-03,1266908.29,835705.35
2016-04-04,795237.19,854873.82
2016-04-05,725750.10,869814.40
2016-04-06,744784.84,881906.67
2016-04-07,587939.72,877701.72
2016-04-08,689727.20,851595.99
2016-04-09,927981.39,819761.25
2016-04-10,1008876.74,782899.60
2016-04-11,665348.96,764344.14
2016-04-12,651657.03,753759.41
2016-04-13,672611.48,743448.93
2016-04-14,546785.21,737569.72
2016-04-15,667606.30,734409.59
2016-04-16,862121.49,725001.03
2016-04-17,1271833.74,762566.32
2016-04-18,1345920.60,859790.84
2016-04-19,1152089.21,931281.15
2016-04-20,1062426.29,986968.98
2016-04-21,1001079.78,1051868.20
2016-04-22,857059.24,1078932.91
2016-04-23,1022143.13,1101793.14
2016-04-24,1039369.93,1068584.03
2016-04-25,680000.75,973452.62
2016-04-26,704799.42,909554.08
2016-04-27,670288.10,853534.34
2016-04-28,543339.85,788142.92
2016-04-29,708711.43,766950.37
2016-04-30,1067335.77,773406.46
2016-05-01,1270121.21,806370.93
2016-05-02,973985.67,848368.78
2016-05-03,792205.55,860855.37
2016-05-04,798654.45,879193.42
2016-05-05,648701.60,894245.10
2016-05-06,761422.52,901775.25
2016-05-07,1071192.78,902326.25
2016-05-08,820824.64,838141.03
2016-05-09,771767.65,809252.74
2016-05-10,693010.49,795082.02
2016-05-11,727543.46,784923.31
2016-05-12,603394.21,778450.82
2016-05-13,666833.90,764938.16
2016-05-14,932869.52,745177.70
2016-05-15,1070331.67,780821.56
2016-05-16,748112.69,777442.28
2016-05-17,661930.84,773002.33
2016-05-18,671232.96,764957.97
2016-05-19,581470.56,761826.02
2016-05-20,706024.06,767424.61
2016-05-21,910757.16,764265.70
2016-05-22,1030671.62,758599.98
2016-05-23,695004.68,751013.13
2016-05-24,606377.21,743076.89
2016-05-25,637512.04,738259.62
2016-05-26,571968.62,736902.20
2016-05-27,852689.22,757854.36
2016-05-28,816187.22,744344.37
2016-05-29,959853.66,734227.52
2016-05-30,752452.42,742434.34
2016-05-31,974327.99,794998.74
2016-06-01,811525.32,819857.78
2016-06-02,694535.94,837367.39
2016-06-03,742363.09,821606.52
2016-06-04,1011996.62,849579.29
2016-06-05,1123734.44,872990.83
2016-06-06,729894.22,869768.23
2016-06-07,658714.65,824680.61
2016-06-08,696747.55,808283.79
2016-06-09,547139.61,787227.17
2016-06-10,637354.32,772225.92
2016-06-11,845838.21,748489.00
2016-06-12,947479.77,723309.76
2016-06-13,685382.19,716950.90
2016-06-14,622267.77,711744.20
2016-06-15,708327.64,713398.50
2016-06-16,620526.24,723882.31
2016-06-17,737897.44,738245.61
2016-06-18,972971.11,756407.45
2016-06-19,837363.02,740676.49
2016-06-20,735754.36,747872.51
2016-06-21,679248.02,756012.55
2016-06-22,677730.65,751641.55
2016-06-23,559653.34,742945.42
2016-06-24,641812.68,729219.03
2016-06-25,860296.84,713122.70
2016-06-26,954344.67,729834.36
2016-06-27,684735.61,722545.97
2016-06-28,596948.94,710788.96
2016-06-29,632489.48,704325.93
2016-06-30,554144.87,703539.01
2016-07-01,857027.55,734283.99
2016-07-02,1078485.14,765453.75
2016-07-03,1126713.71,790077.90
2016-07-04,850891.60,813814.47
2016-07-05,728011.56,832537.70
2016-07-06,752110.94,849626.48
2016-07-07,591702.78,854991.90
2016-07-08,688563.40,830925.59
2016-07-09,868259.97,800893.42
2016-07-10,932486.30,773146.65
2016-07-11,688436.15,749938.73
2016-07-12,627039.78,735514.19
2016-07-13,642494.40,719854.68
2016-07-14,535124.33,711772.05
2016-07-15,675032.43,709839.05
2016-07-16,887192.89,712543.75
2016-07-17,932586.70,712558.10
2016-07-18,702619.75,714584.32
2016-07-19,633176.29,715460.97
2016-07-20,686848.85,721797.32
2016-07-21,578823.69,728040.08
2016-07-22,646633.66,723983.12
2016-07-23,822292.47,714711.63
2016-07-24,847867.68,702608.91
2016-07-25,697383.60,701860.89
2016-07-26,622771.92,700374.55
2016-07-27,651121.99,695270.72
2016-07-28,533256.25,688761.08
2016-07-29,669585.84,692039.96
2016-07-30,910213.87,704600.16
2016-07-31,997916.96,726035.78
2016-08-01,895580.41,754349.60
2016-08-02,777592.84,776466.88
2016-08-03,779844.81,794855.85
2016-08-04,622883.10,807659.69
2016-08-05,704092.74,812589.25
2016-08-06,858903.21,805259.15
2016-08-07,904321.44,791888.36
2016-08-08,715195.54,766119.10
2016-08-09,635538.98,745825.69
2016-08-10,658457.44,728484.63
2016-08-11,596729.28,724748.37
2016-08-12,745662.51,730686.91
2016-08-13,714905.92,710115.87
2016-08-14,761826.13,689759.40
2016-08-15,720032.30,690450.36
2016-08-16,718671.65,702326.46
2016-08-17,725945.70,711967.64
2016-08-18,577350.52,709199.25
2016-08-19,678767.12,699642.76
2016-08-20,828986.34,715939.97
2016-08-21,901870.15,735946.25
2016-08-22,714866.23,735208.24
2016-08-23,660819.98,726943.72
2016-08-24,674613.05,719610.48
2016-08-25,554421.53,716334.91
2016-08-26,646698.27,711753.65
2016-08-27,791047.53,706333.82
2016-08-28,858802.42,700181.29
2016-08-29,671845.74,694035.50
2016-08-30,624711.34,688877.13
2016-08-31,731430.12,696993.85
2016-09-01,718105.57,720377.28
2016-09-02,837129.59,747581.76
2016-09-03,1057581.21,785658.00
2016-09-04,1109985.86,821541.35
2016-09-05,813763.30,841815.28
2016-09-06,751583.03,859939.81
2016-09-07,738543.92,860956.07
2016-09-08,595849.30,843490.88
2016-09-09,658969.03,818039.38
2016-09-10,915938.56,797804.71
2016-09-11,1017369.22,784573.76
2016-09-12,678776.46,765289.93
2016-09-13,603427.95,744124.92
2016-09-14,624262.07,727798.94
2016-09-15,568324.81,723866.87
2016-09-16,691912.60,728573.10
2016-09-17,899219.30,726184.63
2016-09-18,1018662.66,726369.41
2016-09-19,681159.34,726709.82
2016-09-20,650980.32,733503.02
2016-09-21,666928.40,739598.20
2016-09-22,533276.33,734591.28
2016-09-23,663685.98,730558.91
2016-09-24,861830.39,725217.63
2016-09-25,952352.55,715744.76
2016-09-26,664217.44,713324.49
2016-09-27,587908.33,704314.20
2016-09-28,631761.18,699290.31
2016-09-29,520744.92,697500.11
2016-09-30,703198.49,703144.76
2016-10-01,1175033.66,747888.08
2016-10-02,1256480.17,791334.88
2016-10-03,833060.56,815455.33
2016-10-04,724113.10,834913.15
2016-10-05,749712.30,851763.31
2016-10-06,581429.34,860432.52
2016-10-07,797612.24,873920.19
2016-10-08,932551.71,839279.92
2016-10-09,1088251.48,815247.25
2016-10-10,725312.85,799854.72
2016-10-11,625271.99,785734.56
2016-10-12,665126.08,773650.81
2016-10-13,558859.89,770426.61
2016-10-14,667954.21,751904.03
2016-10-15,890613.59,745912.87
2016-10-16,1104504.69,748234.76
2016-10-17,710456.42,746112.41
2016-10-18,630638.59,746879.07
2016-10-19,647823.47,744407.27
2016-10-20,583001.28,747856.04
2016-10-21,669453.54,748070.23
2016-10-22,843626.42,741357.77
2016-10-23,1022953.69,729707.63
2016-10-24,668507.65,723714.95
2016-10-25,610590.90,720850.99
2016-10-26,633413.89,718792.48
2016-10-27,544361.48,713272.51
2016-10-28,638838.25,708898.90
2016-10-29,841074.70,708534.36
2016-10-30,954838.19,698803.58
2016-10-31,654923.50,696862.99
2016-11-01,811832.45,725611.78
2016-11-02,969033.62,773557.46
2016-11-03,793811.68,809193.20
2016-11-04,858468.22,840568.91
2016-11-05,887751.30,847236.99
2016-11-06,1140367.10,873741.12
2016-11-07,849451.04,901530.77
2016-11-08,767439.63,895188.94
2016-11-09,790276.84,869652.26
2016-11-10,588241.76,840285.13
2016-11-11,713396.45,819560.59
2016-11-12,929802.77,825567.94
2016-11-13,1188982.23,832512.96
2016-11-14,735723.17,816266.12
2016-11-15,691801.63,805460.69
2016-11-16,830431.74,811197.11
2016-11-17,615228.26,815052.32
2016-11-18,738265.55,818605.05
2016-11-19,935656.00,819441.23
2016-11-20,1125178.99,810326.48
2016-11-21,773762.28,815760.64
2016-11-22,690281.25,815543.44
2016-11-23,753685.04,804579.62
2016-11-24,595457.31,801755.20
2016-11-25,737819.48,801691.48
2016-11-26,908066.82,797750.17
2016-11-27,1056721.59,787970.54
2016-11-28,752583.77,784945.04
2016-11-29,645760.51,778584.93
2016-11-30,767361.70,780538.74
2016-12-01,843603.32,815988.17
2016-12-02,853454.93,832507.52
2016-12-03,1113440.57,861846.63
2016-12-04,1276195.04,893199.98
2016-12-05,896824.94,913805.86
2016-12-06,932546.39,954775.27
2016-12-07,867653.74,969102.70
2016-12-08,674077.38,944884.71
2016-12-09,774941.92,933668.57
2016-12-10,920050.75,906041.45
2016-12-11,1119324.24,883631.34
2016-12-12,844251.70,876120.87
2016-12-13,747161.62,849637.34
2016-12-14,829763.22,844224.41
2016-12-15,747641.18,854733.52
2016-12-16,918899.79,875298.93
2016-12-17,1071655.63,896956.77
2016-12-18,1260471.91,917120.72
2016-12-19,1028242.82,943405.17
2016-12-20,1080402.39,991010.99
2016-12-21,1181307.33,1041231.58
2016-12-22,1135849.39,1096689.89
2016-12-23,1282145.52,1148582.14
2016-12-24,1246837.84,1173608.17
2016-12-26,1032770.75,1141079.43
2016-12-27,842475.49,1114541.24
2016-12-28,951533.71,1096131.43
2016-12-29,894108.24,1055102.99
2016-12-30,1163643.04,1059073.51
2016-12-31,1109012.81,1034340.27
2017-01-01,12082.50,857946.65
2017-01-02,1402306.37,910737.45
2017-01-03,1104377.08,948151.96
2017-01-04,990093.46,953660.50
2017-01-05,777620.95,937019.46
2017-01-06,839600.24,890727.63
2017-01-07,1103806.30,889983.84
2017-01-08,1192543.75,1058621.17
2017-01-09,793724.90,971680.95
2017-01-10,742635.57,920003.60
2017-01-11,770742.69,888667.77
2017-01-12,629635.79,867527.03
2017-01-13,768898.94,857426.85
2017-01-14,1021050.54,845604.60
2017-01-15,1175725.17,843201.94
2017-01-16,824488.67,847596.77
2017-01-17,750836.54,848768.33
2017-01-18,782656.02,850470.24
2017-01-19,606949.74,847229.38
2017-01-20,725703.69,841058.62
2017-01-21,1072721.73,848440.22
2017-01-22,1148214.36,844510.11
2017-01-23,798133.61,840745.10
2017-01-24,721275.77,836522.13
2017-01-25,744342.59,831048.79
2017-01-26,576515.54,826701.04
2017-01-27,722113.96,826188.22
2017-01-28,977850.41,812635.18
2017-01-29,1075166.99,802199.84
2017-01-30,698123.77,787912.72
2017-01-31,778222.29,796047.93
2017-02-01,961777.38,827110.05
2017-02-02,748882.73,851733.93
2017-02-03,834667.15,867812.96
2017-02-04,1132788.54,889946.98
2017-02-05,1151987.63,900921.36
2017-02-06,786672.39,913571.16
2017-02-07,739431.21,908029.58
2017-02-08,783605.38,882576.43
2017-02-09,624387.49,864791.40
2017-02-10,752207.24,853011.41
2017-02-11,944924.65,826173.71
2017-02-12,1074820.90,815149.90
2017-02-13,794314.43,816241.61
2017-02-14,642613.19,802410.47
2017-02-15,745780.36,797006.89
2017-02-16,645968.26,800089.86
2017-02-17,758855.71,801039.64
2017-02-18,1063394.84,817963.96
2017-02-19,858897.12,787117.70
2017-02-20,759120.06,782089.93
2017-02-21,717807.68,792832.00
2017-02-22,739388.03,791918.82
2017-02-23,675578.50,796148.85
2017-02-24,816197.50,804340.53
2017-02-25,1026011.22,799000.02
2017-02-26,775708.99,787116.00
2017-02-27,744956.95,785092.70
2017-02-28,949366.83,818172.57
2017-03-01,1008521.71,856620.24
2017-03-02,836225.18,879569.77
2017-03-03,882639.78,889061.52
2017-03-04,1125736.35,903307.97
2017-03-05,1196983.69,963490.07
2017-03-06,790143.24,969945.25
2017-03-07,761866.73,943159.52
2017-03-08,781046.66,910663.09
2017-03-09,653901.19,884616.81
2017-03-10,773855.31,869076.17
2017-03-11,1001174.43,851281.61
2017-03-12,1146006.83,843999.20
2017-03-13,754390.38,838891.65
2017-03-14,700998.03,830196.12
2017-03-15,815621.89,835135.44
2017-03-16,699108.17,841593.58
2017-03-17,812306.77,847086.64
2017-03-18,1038906.57,852476.95
2017-03-19,1157140.64,854067.49
2017-03-20,826428.91,864358.71
2017-03-21,746620.93,870876.27
2017-03-22,767880.81,864056.11
2017-03-23,670848.01,860018.95
2017-03-24,787914.13,856534.28
2017-03-25,1038139.32,856424.68
2017-03-26,1101557.48,848484.22
2017-03-27,784103.27,842437.70
2017-03-28,702943.95,836198.14
2017-03-29,824632.99,844305.59
2017-03-30,637624.34,839559.35
2017-03-31,878750.04,852535.91
2017-04-01,1463083.96,913242.29
2017-04-02,1138650.06,918541.23
2017-04-03,835191.62,925839.57
2017-04-04,835602.64,944790.81
2017-04-05,846631.31,947933.42
2017-04-06,683059.57,954424.17
2017-04-07,765502.21,938245.91
2017-04-08,988591.47,870461.27
2017-04-09,1101713.66,865184.64
2017-04-10,739392.13,851499.00
2017-04-11,741331.43,838031.68
2017-04-12,791762.31,830193.25
2017-04-13,737029.57,837903.25
2017-04-14,740889.49,834387.15
2017-04-15,898610.22,821532.69
2017-04-16,985493.80,804929.85
2017-04-17,775916.91,810147.67
2017-04-18,717196.32,806699.80
2017-04-19,735733.21,798695.64
2017-04-20,675804.02,789949.14
2017-04-21,795795.89,797792.91
2017-04-22,974952.82,808698.99
2017-04-23,1140070.27,830781.35
2017-04-24,755072.53,827803.58
2017-04-25,718996.08,828060.69
2017-04-26,781159.28,834550.13
2017-04-27,624910.03,827279.56
2017-04-28,797636.63,827542.52
2017-04-29,1068279.82,840874.95
2017-04-30,1041249.25,826757.66
2017-05-01,1306699.37,905561.49
2017-05-02,907324.09,932465.49
2017-05-03,924247.26,952906.63
2017-05-04,716654.61,966013.00
2017-05-05,780798.41,963607.54
2017-05-06,1039417.86,959484.41
2017-05-07,1227380.61,986074.60
2017-05-08,776307.50,910304.33
2017-05-09,715811.20,882945.35
2017-05-10,766101.91,860353.16
2017-05-11,648650.41,850638.27
2017-05-12,764812.42,848354.56
2017-05-13,1116976.89,859434.42
2017-05-14,884199.91,810408.60
2017-05-15,823035.57,817084.04
2017-05-16,807803.90,830225.86
2017-05-17,841407.61,840983.82
2017-05-18,628487.99,838103.47
2017-05-19,773775.44,839383.90
2017-05-20,1035667.38,827768.26
2017-05-21,1201938.89,873159.54
2017-05-22,778935.16,866859.48
2017-05-23,723151.77,854766.32
2017-05-24,746303.63,841180.04
2017-05-25,620108.24,839982.93
2017-05-26,984511.15,870088.03
2017-05-27,932219.89,855309.82
2017-05-28,1061771.64,835285.93
2017-05-29,776813.14,834982.78
2017-05-30,742471.28,837742.71
2017-05-31,858062.15,853708.21
2017-06-01,766859.17,874672.63
2017-06-02,918421.32,865231.23
2017-06-03,1176138.11,900076.69
2017-06-04,1376511.52,945039.53
2017-06-05,912693.85,964451.06
2017-06-06,805546.65,973461.82
2017-06-07,842979.84,971307.21
2017-06-08,667099.80,957055.87
2017-06-09,795116.14,939440.84
2017-06-10,993732.68,913382.93
2017-06-11,1213673.95,890120.41
2017-06-12,768349.76,869499.83
2017-06-13,729412.96,858623.59
2017-06-14,785885.91,850467.31
2017-06-15,660338.35,849501.39
2017-06-16,834786.43,855168.58
2017-06-17,1096133.55,869797.27
2017-06-18,965144.12,834293.01
2017-06-19,791146.39,837549.67
2017-06-20,787326.72,845823.07
2017-06-21,766159.01,843004.94
2017-06-22,609868.83,835795.01
2017-06-23,761049.75,825261.20
2017-06-24,963268.23,806280.44
2017-06-25,1092610.86,824489.97
2017-06-26,755367.85,819378.75
2017-06-27,682218.47,804363.28
